课程编号,课程名称,章,知识点,书籍文件名称,开始页码,结束页码,
MAR1003,中国近代史纲要,中国近代史纲要导言,中国近代史综述,MAR1003_中国近代史纲要,15,20,
MAR1003,中国近代史纲要,中国近代史纲要导言,中国现代史综述,MAR1003_中国近代史纲要,20,25,
MAR1003,中国近代史纲要,中国近代史纲要导言,学习中国近代史的目的和要求,MAR1003_中国近代史纲要,25,26,
MAR1003,中国近代史纲要,进入近代后中华民族的磨难与抗争,鸦片战争前后的中国与世界,MAR1003_中国近代史纲要,27,37,
MAR1003,中国近代史纲要,进入近代后中华民族的磨难与抗争,西方列强对中国的侵略,MAR1003_中国近代史纲要,37,49,
MAR1003,中国近代史纲要,进入近代后中华民族的磨难与抗争,反抗外国武装侵略的斗争,MAR1003_中国近代史纲要,49,55,
MAR1003,中国近代史纲要,进入近代后中华民族的磨难与抗争,反侵略战争的失败与民族意识的觉醒,MAR1003_中国近代史纲要,55,62,
MAR1003,中国近代史纲要,不同社会力量对国家出路的早期探索,太平天国运动的起落,MAR1003_中国近代史纲要,63,68,
MAR1003,中国近代史纲要,不同社会力量对国家出路的早期探索,洋务运动的兴衰,MAR1003_中国近代史纲要,69,72,
MAR1003,中国近代史纲要,不同社会力量对国家出路的早期探索,维新运动的兴起和夭折,MAR1003_中国近代史纲要,73,81,
MAR1003,中国近代史纲要,辛亥革命与君主专制制度的终结,举起近代民族民主革命的旗帜,MAR1003_中国近代史纲要,82,91,
MAR1003,中国近代史纲要,辛亥革命与君主专制制度的终结,辛亥革命与中华民国的建立,MAR1003_中国近代史纲要,91,96,
MAR1003,中国近代史纲要,辛亥革命与君主专制制度的终结,北洋军阀统治与旧民主主义革命的失败,MAR1003_中国近代史纲要,96,104,
MAR1003,中国近代史纲要,中国共产党成立和中国革命新局面,新文化运动和五四运动,MAR1003_中国近代史纲要,105,112,
MAR1003,中国近代史纲要,中国共产党成立和中国革命新局面,马克思主义广泛传播与中国共产党诞生,MAR1003_中国近代史纲要,112,123,
MAR1003,中国近代史纲要,中国共产党成立和中国革命新局面,中国革命的新局面,MAR1003_中国近代史纲要,123,133,
MAR1003,中国近代史纲要,中国革命的新道路,中国共产党对革命新道路的探索,MAR1003_中国近代史纲要,134,143,
MAR1003,中国近代史纲要,中国革命的新道路,中国革命在曲折中前进,MAR1003_中国近代史纲要,143,151,
MAR1003,中国近代史纲要,中华民族的抗日战争,日本发动企图灭亡中国的侵略战争,MAR1003_中国近代史纲要,152,154,
MAR1003,中国近代史纲要,中华民族的抗日战争,中国人民奋起抗击日本侵略者,MAR1003_中国近代史纲要,155,159,
MAR1003,中国近代史纲要,中华民族的抗日战争,抗日战争的正面战场,MAR1003_中国近代史纲要,159,161,
MAR1003,中国近代史纲要,中华民族的抗日战争,抗日战争的中流砥柱,MAR1003_中国近代史纲要,162,174,
MAR1003,中国近代史纲要,中华民族的抗日战争,抗日战争的胜利及其意义,MAR1003_中国近代史纲要,175,181,
MAR1003,中国近代史纲要,为建立新中国而奋斗,从战争和平民主到击退国民党的军事进攻,MAR1003_中国近代史纲要,182,187,
MAR1003,中国近代史纲要,为建立新中国而奋斗,全国解放战争的发展和第二条战线的形成,MAR1003_中国近代史纲要,187,192,
MAR1003,中国近代史纲要,为建立新中国而奋斗,中国共产党与民主党派的团结合作,MAR1003_中国近代史纲要,192,198,
MAR1003,中国近代史纲要,为建立新中国而奋斗,建立人民民主专政的新中国,MAR1003_中国近代史纲要,198,207,
MAR1003,中国近代史纲要,中华人民共和国的成立与中国社会主义建设道路的探索,中华人民共和国的成立和新生人民政权的巩固,MAR1003_中国近代史纲要,208,217,
MAR1003,中国近代史纲要,中华人民共和国的成立与中国社会主义建设道路的探索,党在过渡时期的总路线及其实施,MAR1003_中国近代史纲要,218,225,
MAR1003,中国近代史纲要,中华人民共和国的成立与中国社会主义建设道路的探索,初步确立社会主义基本制度,MAR1003_中国近代史纲要,225,230,
MAR1003,中国近代史纲要,中华人民共和国的成立与中国社会主义建设道路的探索,全面建设社会主义的良好开端,MAR1003_中国近代史纲要,230,238,
MAR1003,中国近代史纲要,中华人民共和国的成立与中国社会主义建设道路的探索,社会主义道路的艰辛探索和曲折发展,MAR1003_中国近代史纲要,238,255,
MAR1003,中国近代史纲要,改革开放与中国特色社会主义的开创和发展,历史性的伟大转折和改革开放的起步,MAR1003_中国近代史纲要,256,270,
MAR1003,中国近代史纲要,改革开放与中国特色社会主义的开创和发展,改革开放和社会主义现代化建设新局面,MAR1003_中国近代史纲要,270,284,
MAR1003,中国近代史纲要,改革开放与中国特色社会主义的开创和发展,把中国特色社会主义推向21世纪,MAR1003_中国近代史纲要,285,305,
MAR1003,中国近代史纲要,改革开放与中国特色社会主义的开创和发展,在新形势下坚持和发展中国特色社会主义,MAR1003_中国近代史纲要,306,325,
MAR1003,中国近代史纲要,中国特色社会主义进入新时代,开拓中国特色社会主义更为广阔的发展前景,MAR1003_中国近代史纲要,326,356,
MAR1003,中国近代史纲要,中国特色社会主义进入新时代,把新时代中国特色社会主义不断推向前进,MAR1003_中国近代史纲要,356,393,
MAR1003,中国近代史纲要,中国特色社会主义进入新时代,开启全面建设社会主义现代化国家新征程,MAR1003_中国近代史纲要,393,425,
