课程编号,课程名称,章,知识点,书籍文件名称,开始页码,结束页码,
INF1390,人工智能实践-数字经济应用实践,共识算法,比特币-PoW,INF1390_人工智能实践-数字经济应用实践,170,175,
INF1390,人工智能实践-数字经济应用实践,共识算法,以太坊Casper-PoS,INF1390_人工智能实践-数字经济应用实践,175,180,
INF1390,人工智能实践-数字经济应用实践,共识算法,比特股-DPoS,INF1390_人工智能实践-数字经济应用实践,180,191,
INF1390,人工智能实践-数字经济应用实践,共识算法,Corda-N2N,INF1390_人工智能实践-数字经济应用实践,191,194,
INF1390,人工智能实践-数字经济应用实践,共识算法,Fabric-PBFT与之衍生,INF1390_人工智能实践-数字经济应用实践,194,200,
INF1390,人工智能实践-数字经济应用实践,共识算法,Ripple-联盟共识,INF1390_人工智能实践-数字经济应用实践,200,201,
INF1390,人工智能实践-数字经济应用实践,区块链与可信任计算,区块链与可信任计算,INF1390_人工智能实践-数字经济应用实践,201,204,
INF1390,人工智能实践-数字经济应用实践,分布式账本,三重记账法,INF1390_人工智能实践-数字经济应用实践,204,206,
INF1390,人工智能实践-数字经济应用实践,分布式账本,分布式记账法,INF1390_人工智能实践-数字经济应用实践,206,212,
INF1390,人工智能实践-数字经济应用实践,区块链应用场景,存在性证明,INF1390_人工智能实践-数字经济应用实践,212,235,
INF1390,人工智能实践-数字经济应用实践,区块链应用场景,区块链与物联网,INF1390_人工智能实践-数字经济应用实践,235,257,
INF1390,人工智能实践-数字经济应用实践,区块链应用场景,区块链金融,INF1390_人工智能实践-数字经济应用实践,257,295,
INF1390,人工智能实践-数字经济应用实践,区块链应用场景,私有链,INF1390_人工智能实践-数字经济应用实践,295,307,
INF1390,人工智能实践-数字经济应用实践,区块链应用场景,智能合约,INF1390_人工智能实践-数字经济应用实践,307,328,
INF1390,人工智能实践-数字经济应用实践,区块链应用场景,分布式互联网协议,INF1390_人工智能实践-数字经济应用实践,328,352,
INF1390,人工智能实践-数字经济应用实践,区块链应用场景,原子数据,INF1390_人工智能实践-数字经济应用实践,352,361,
INF1390,人工智能实践-数字经济应用实践,区块链的技术挑战,区块链的并发性,INF1390_人工智能实践-数字经济应用实践,361,363,
INF1390,人工智能实践-数字经济应用实践,区块链的技术挑战,区块链的隐私性,INF1390_人工智能实践-数字经济应用实践,363,365,
INF1390,人工智能实践-数字经济应用实践,区块链的技术挑战,区块链的可扩展性,INF1390_人工智能实践-数字经济应用实践,365,366,
INF1390,人工智能实践-数字经济应用实践,区块链的技术挑战,区块链系统的兼容性,INF1390_人工智能实践-数字经济应用实践,366,368,
INF1390,人工智能实践-数字经济应用实践,人工智能,何为人工智能,INF1390_人工智能实践-数字经济应用实践,368,370,
INF1390,人工智能实践-数字经济应用实践,人工智能,人工智能基础,INF1390_人工智能实践-数字经济应用实践,370,389,
INF1390,人工智能实践-数字经济应用实践,人工智能,人工智能发展史,INF1390_人工智能实践-数字经济应用实践,389,393,
INF1390,人工智能实践-数字经济应用实践,人工智能,人工智能分类,INF1390_人工智能实践-数字经济应用实践,393,397,
INF1390,人工智能实践-数字经济应用实践,人工智能,最新发展情况,INF1390_人工智能实践-数字经济应用实践,397,403,
INF1390,人工智能实践-数字经济应用实践,区块链与人工智能,为何将区块链与人工智能结合,INF1390_人工智能实践-数字经济应用实践,403,411,
INF1390,人工智能实践-数字经济应用实践,区块链与人工智能,人工智能与分布式算力,INF1390_人工智能实践-数字经济应用实践,411,419,
INF1390,人工智能实践-数字经济应用实践,区块链与人工智能,人工智能+区块链应用展望,INF1390_人工智能实践-数字经济应用实践,419,427,
INF1390,人工智能实践-数字经济应用实践,区块链+人工智能应用,SingularityNet,INF1390_人工智能实践-数字经济应用实践,427,429,
INF1390,人工智能实践-数字经济应用实践,区块链+人工智能应用,ObEN,INF1390_人工智能实践-数字经济应用实践,429,431,
INF1390,人工智能实践-数字经济应用实践,区块链+人工智能应用,BTO,INF1390_人工智能实践-数字经济应用实践,431,435,
INF1390,人工智能实践-数字经济应用实践,区块链+人工智能应用,数秦科技,INF1390_人工智能实践-数字经济应用实践,435,438,
INF1390,人工智能实践-数字经济应用实践,人工智能的未来,人工智能的未来,INF1390_人工智能实践-数字经济应用实践,438,441,
INF1390,人工智能实践-数字经济应用实践,区块链应用,保全网,INF1390_人工智能实践-数字经济应用实践,443,445,
INF1390,人工智能实践-数字经济应用实践,区块链应用,小蚁,INF1390_人工智能实践-数字经济应用实践,445,447,
INF1390,人工智能实践-数字经济应用实践,区块链应用,布比,INF1390_人工智能实践-数字经济应用实践,447,448,
INF1390,人工智能实践-数字经济应用实践,区块链应用,量子链,INF1390_人工智能实践-数字经济应用实践,448,450,
INF1390,人工智能实践-数字经济应用实践,区块链应用,趣链,INF1390_人工智能实践-数字经济应用实践,450,451,
INF1390,人工智能实践-数字经济应用实践,区块链应用,云象,INF1390_人工智能实践-数字经济应用实践,451,453,
INF1390,人工智能实践-数字经济应用实践,区块链应用,复杂美,INF1390_人工智能实践-数字经济应用实践,453,454,
INF1390,人工智能实践-数字经济应用实践,区块链应用,秘猿,INF1390_人工智能实践-数字经济应用实践,454,456,
INF1390,人工智能实践-数字经济应用实践,区块链应用,比原链,INF1390_人工智能实践-数字经济应用实践,456,458,
INF1390,人工智能实践-数字经济应用实践,区块链应用,公信宝,INF1390_人工智能实践-数字经济应用实践,458,460,
INF1390,人工智能实践-数字经济应用实践,区块链应用,路印,INF1390_人工智能实践-数字经济应用实践,460,460,
INF1390,人工智能实践-数字经济应用实践,区块链应用,阿希链,INF1390_人工智能实践-数字经济应用实践,460,462,
INF1390,人工智能实践-数字经济应用实践,区块链研究及投资,万向区块链实验室,INF1390_人工智能实践-数字经济应用实践,462,463,
INF1390,人工智能实践-数字经济应用实践,区块链研究及投资,中国区块链应用研究中心,INF1390_人工智能实践-数字经济应用实践,463,465,
INF1390,人工智能实践-数字经济应用实践,区块链研究及投资,北航“数字社会与区块链实验室”,INF1390_人工智能实践-数字经济应用实践,465,466,
INF1390,人工智能实践-数字经济应用实践,区块链研究及投资,洪晟互联网金融基金,INF1390_人工智能实践-数字经济应用实践,466,467,
INF1390,人工智能实践-数字经济应用实践,区块链研究及投资,红樟资本,INF1390_人工智能实践-数字经济应用实践,467,468,
INF1390,人工智能实践-数字经济应用实践,交易所,OKEx,INF1390_人工智能实践-数字经济应用实践,468,469,
INF1390,人工智能实践-数字经济应用实践,交易所,火币,INF1390_人工智能实践-数字经济应用实践,469,471,
INF1390,人工智能实践-数字经济应用实践,交易所,币安,INF1390_人工智能实践-数字经济应用实践,471,472,
INF1390,人工智能实践-数字经济应用实践,交易所,Gate,INF1390_人工智能实践-数字经济应用实践,472,472,
INF1390,人工智能实践-数字经济应用实践,交易所,ZB网,INF1390_人工智能实践-数字经济应用实践,472,473,
INF1390,人工智能实践-数字经济应用实践,矿业,嘉楠耘智,INF1390_人工智能实践-数字经济应用实践,473,474,
INF1390,人工智能实践-数字经济应用实践,矿业,比特大陆,INF1390_人工智能实践-数字经济应用实践,474,475,
INF1390,人工智能实践-数字经济应用实践,矿业,算力网,INF1390_人工智能实践-数字经济应用实践,475,476,
INF1390,人工智能实践-数字经济应用实践,矿业,币网,INF1390_人工智能实践-数字经济应用实践,476,477,
INF1390,人工智能实践-数字经济应用实践,媒体,鸣金网,INF1390_人工智能实践-数字经济应用实践,477,479,
INF1390,人工智能实践-数字经济应用实践,媒体,币看,INF1390_人工智能实践-数字经济应用实践,479,480,
INF1390,人工智能实践-数字经济应用实践,媒体,巴比特,INF1390_人工智能实践-数字经济应用实践,480,481,
INF1390,人工智能实践-数字经济应用实践,媒体,EthFans,INF1390_人工智能实践-数字经济应用实践,481,482,
INF1390,人工智能实践-数字经济应用实践,媒体,BTC123,INF1390_人工智能实践-数字经济应用实践,482,483,
INF1390,人工智能实践-数字经济应用实践,支付及钱包,imToken,INF1390_人工智能实践-数字经济应用实践,483,484,
INF1390,人工智能实践-数字经济应用实践,支付及钱包,比太钱包,INF1390_人工智能实践-数字经济应用实践,484,485,
INF1390,人工智能实践-数字经济应用实践,支付及钱包,比特海洋,INF1390_人工智能实践-数字经济应用实践,485,486,
