课程编号,课程名称,章,知识点,书籍文件名称,开始页码,结束页码,
INF1389,软件项目实践-全栈开发实践,Web框架基础,常用的PythonWeb框架,INF1389_软件项目实践-全栈开发实践,177,179,
INF1389,软件项目实践-全栈开发实践,Web框架基础,准备开发环境,INF1389_软件项目实践-全栈开发实践,179,189,
INF1389,软件项目实践-全栈开发实践,Web框架基础,部署腾讯云服务器,INF1389_软件项目实践-全栈开发实践,189,218,
INF1389,软件项目实践-全栈开发实践,Flask框架基础,下载并安装Flask框架,INF1389_软件项目实践-全栈开发实践,220,221,
INF1389,软件项目实践-全栈开发实践,Flask框架基础,Flask基础,INF1389_软件项目实践-全栈开发实践,221,225,
INF1389,软件项目实践-全栈开发实践,Flask框架基础,路由,INF1389_软件项目实践-全栈开发实践,225,230,
INF1389,软件项目实践-全栈开发实践,Flask框架基础,模板,INF1389_软件项目实践-全栈开发实践,230,237,
INF1389,软件项目实践-全栈开发实践,Flask框架基础,Web表单,INF1389_软件项目实践-全栈开发实践,237,245,
INF1389,软件项目实践-全栈开发实践,Flask框架基础,蓝图,INF1389_软件项目实践-全栈开发实践,245,249,
INF1389,软件项目实践-全栈开发实践,Flask框架基础,Flask常用扩展,INF1389_软件项目实践-全栈开发实践,249,267,
INF1389,软件项目实践-全栈开发实践,Flask框架进阶,Flask请求,INF1389_软件项目实践-全栈开发实践,268,280,
INF1389,软件项目实践-全栈开发实践,Flask框架进阶,Flask响应,INF1389_软件项目实践-全栈开发实践,280,291,
INF1389,软件项目实践-全栈开发实践,Flask框架进阶,模板进阶知识,INF1389_软件项目实践-全栈开发实践,291,308,
INF1389,软件项目实践-全栈开发实践,Flask框架进阶,使用Flask-SQLAlchemy管理数据库,INF1389_软件项目实践-全栈开发实践,308,319,
INF1389,软件项目实践-全栈开发实践,Django框架基础,Django框架简介,INF1389_软件项目实践-全栈开发实践,320,322,
INF1389,软件项目实践-全栈开发实践,Django框架基础,创建项目,INF1389_软件项目实践-全栈开发实践,322,324,
INF1389,软件项目实践-全栈开发实践,Django框架基础,创建应用,INF1389_软件项目实践-全栈开发实践,324,326,
INF1389,软件项目实践-全栈开发实践,Django框架基础,数据模型,INF1389_软件项目实践-全栈开发实践,326,336,
INF1389,软件项目实践-全栈开发实践,Django框架基础,管理后台,INF1389_软件项目实践-全栈开发实践,336,341,
INF1389,软件项目实践-全栈开发实践,Django框架基础,路由,INF1389_软件项目实践-全栈开发实践,341,347,
INF1389,软件项目实践-全栈开发实践,Django框架基础,视图,INF1389_软件项目实践-全栈开发实践,347,349,
INF1389,软件项目实践-全栈开发实践,Django框架基础,Django模板,INF1389_软件项目实践-全栈开发实践,349,354,
INF1389,软件项目实践-全栈开发实践,Django框架基础,表单,INF1389_软件项目实践-全栈开发实践,354,359,
INF1389,软件项目实践-全栈开发实践,Django框架进阶,Session会话,INF1389_软件项目实践-全栈开发实践,360,373,
INF1389,软件项目实践-全栈开发实践,Django框架进阶,ModelForm,INF1389_软件项目实践-全栈开发实践,373,382,
INF1389,软件项目实践-全栈开发实践,Django框架进阶,Model进阶,INF1389_软件项目实践-全栈开发实践,382,399,
INF1389,软件项目实践-全栈开发实践,Django框架进阶,ModelAdmin的属性,INF1389_软件项目实践-全栈开发实践,399,413,
INF1389,软件项目实践-全栈开发实践,Tornado框架基础,认识Tornado,INF1389_软件项目实践-全栈开发实践,414,416,
INF1389,软件项目实践-全栈开发实践,Tornado框架基础,第一个Tornado程序,INF1389_软件项目实践-全栈开发实践,416,417,
INF1389,软件项目实践-全栈开发实践,Tornado框架基础,路由,INF1389_软件项目实践-全栈开发实践,417,418,
INF1389,软件项目实践-全栈开发实践,Tornado框架基础,HTTP方法,INF1389_软件项目实践-全栈开发实践,418,421,
INF1389,软件项目实践-全栈开发实践,Tornado框架基础,模板,INF1389_软件项目实践-全栈开发实践,421,426,
INF1389,软件项目实践-全栈开发实践,Tornado框架基础,异步与协程,INF1389_软件项目实践-全栈开发实践,426,433,
INF1389,软件项目实践-全栈开发实践,Tornado框架基础,操作MySQL数据库,INF1389_软件项目实践-全栈开发实践,433,436,
INF1389,软件项目实践-全栈开发实践,Tornado框架基础,操作Redis数据库,INF1389_软件项目实践-全栈开发实践,436,442,
INF1389,软件项目实践-全栈开发实践,FastAPI框架基础,认识FastAPI,INF1389_软件项目实践-全栈开发实践,443,445,
INF1389,软件项目实践-全栈开发实践,FastAPI框架基础,第一个FastAPI程序,INF1389_软件项目实践-全栈开发实践,445,447,
INF1389,软件项目实践-全栈开发实践,FastAPI框架基础,API文档,INF1389_软件项目实践-全栈开发实践,447,450,
INF1389,软件项目实践-全栈开发实践,FastAPI框架基础,Path路径参数,INF1389_软件项目实践-全栈开发实践,450,454,
INF1389,软件项目实践-全栈开发实践,FastAPI框架基础,Query查询参数,INF1389_软件项目实践-全栈开发实践,454,462,
INF1389,软件项目实践-全栈开发实践,FastAPI框架基础,RequestBody请求体,INF1389_软件项目实践-全栈开发实践,462,467,
INF1389,软件项目实践-全栈开发实践,FastAPI框架基础,Header请求头参数,INF1389_软件项目实践-全栈开发实践,467,469,
INF1389,软件项目实践-全栈开发实践,FastAPI框架基础,Form表单数据,INF1389_软件项目实践-全栈开发实践,469,470,
INF1389,软件项目实践-全栈开发实践,FastAPI框架基础,操作MySQL数据库,INF1389_软件项目实践-全栈开发实践,470,479,
INF1389,软件项目实践-全栈开发实践,Flask框架开发好记星博客系统,需求分析,INF1389_软件项目实践-全栈开发实践,481,481,
INF1389,软件项目实践-全栈开发实践,Flask框架开发好记星博客系统,系统功能设计,INF1389_软件项目实践-全栈开发实践,481,484,
INF1389,软件项目实践-全栈开发实践,Flask框架开发好记星博客系统,系统开发必备,INF1389_软件项目实践-全栈开发实践,484,485,
INF1389,软件项目实践-全栈开发实践,Flask框架开发好记星博客系统,数据库设计,INF1389_软件项目实践-全栈开发实践,485,490,
INF1389,软件项目实践-全栈开发实践,Flask框架开发好记星博客系统,用户模块设计,INF1389_软件项目实践-全栈开发实践,490,497,
INF1389,软件项目实践-全栈开发实践,Flask框架开发好记星博客系统,博客模块设计,INF1389_软件项目实践-全栈开发实践,497,503,
INF1389,软件项目实践-全栈开发实践,Django框架开发智慧星学生管理系统,需求分析,INF1389_软件项目实践-全栈开发实践,505,506,
INF1389,软件项目实践-全栈开发实践,Django框架开发智慧星学生管理系统,系统功能设计,INF1389_软件项目实践-全栈开发实践,506,509,
INF1389,软件项目实践-全栈开发实践,Django框架开发智慧星学生管理系统,系统开发必备,INF1389_软件项目实践-全栈开发实践,509,510,
INF1389,软件项目实践-全栈开发实践,Django框架开发智慧星学生管理系统,数据库设计,INF1389_软件项目实践-全栈开发实践,510,514,
INF1389,软件项目实践-全栈开发实践,Django框架开发智慧星学生管理系统,公共模块设计,INF1389_软件项目实践-全栈开发实践,514,516,
INF1389,软件项目实践-全栈开发实践,Django框架开发智慧星学生管理系统,学生模块设计,INF1389_软件项目实践-全栈开发实践,516,526,
INF1389,软件项目实践-全栈开发实践,Django框架开发智慧星学生管理系统,后台管理员模块设计,INF1389_软件项目实践-全栈开发实践,526,532,
INF1389,软件项目实践-全栈开发实践,Django框架开发智慧星学生管理系统,老师模块设计,INF1389_软件项目实践-全栈开发实践,532,544,
INF1389,软件项目实践-全栈开发实践,Tornado框架开发BBS社区系统,需求分析,INF1389_软件项目实践-全栈开发实践,545,545,
INF1389,软件项目实践-全栈开发实践,Tornado框架开发BBS社区系统,系统功能设计,INF1389_软件项目实践-全栈开发实践,545,550,
INF1389,软件项目实践-全栈开发实践,Tornado框架开发BBS社区系统,系统开发必备,INF1389_软件项目实践-全栈开发实践,550,551,
INF1389,软件项目实践-全栈开发实践,Tornado框架开发BBS社区系统,数据库设计,INF1389_软件项目实践-全栈开发实践,551,553,
INF1389,软件项目实践-全栈开发实践,Tornado框架开发BBS社区系统,用户系统设计,INF1389_软件项目实践-全栈开发实践,553,560,
INF1389,软件项目实践-全栈开发实践,Tornado框架开发BBS社区系统,问题模块设计,INF1389_软件项目实践-全栈开发实践,560,567,
INF1389,软件项目实践-全栈开发实践,Tornado框架开发BBS社区系统,答案长轮询设计,INF1389_软件项目实践-全栈开发实践,567,570,
INF1389,软件项目实践-全栈开发实践,FastAPI框架开发看图猜成语微信小程序,需求分析,INF1389_软件项目实践-全栈开发实践,571,572,
INF1389,软件项目实践-全栈开发实践,FastAPI框架开发看图猜成语微信小程序,系统功能设计,INF1389_软件项目实践-全栈开发实践,572,575,
INF1389,软件项目实践-全栈开发实践,FastAPI框架开发看图猜成语微信小程序,系统开发必备,INF1389_软件项目实践-全栈开发实践,575,576,
INF1389,软件项目实践-全栈开发实践,FastAPI框架开发看图猜成语微信小程序,数据库设计,INF1389_软件项目实践-全栈开发实践,576,580,
INF1389,软件项目实践-全栈开发实践,FastAPI框架开发看图猜成语微信小程序,小程序开发必备,INF1389_软件项目实践-全栈开发实践,580,588,
INF1389,软件项目实践-全栈开发实践,FastAPI框架开发看图猜成语微信小程序,首页登录授权模块设计,INF1389_软件项目实践-全栈开发实践,588,604,
INF1389,软件项目实践-全栈开发实践,FastAPI框架开发看图猜成语微信小程序,答题模块设计,INF1389_软件项目实践-全栈开发实践,604,620,
INF1389,软件项目实践-全栈开发实践,FastAPI框架开发看图猜成语微信小程序,通关模块设计,INF1389_软件项目实践-全栈开发实践,620,623,
INF1389,软件项目实践-全栈开发实践,FastAPI框架开发看图猜成语微信小程序,排行榜模块设计,INF1389_软件项目实践-全栈开发实践,623,627,
