课程编号,课程名称,章,知识点,书籍文件名称,开始页码,结束页码,
INF1156,普通物理,电磁感应 电磁场理论,自感应和互感应,INF1156_普通物理1,411,417,
INF1156,普通物理,电磁感应 电磁场理论,磁场的能量,INF1156_普通物理1,418,422,
INF1156,普通物理,电磁感应 电磁场理论,位移电流 电磁场理论,INF1156_普通物理1,422,428,
INF1156,普通物理,电磁感应 电磁场理论,电磁场的统一性和电磁场参量的相对性,INF1156_普通物理1,428,431,
INF1156,普通物理,机械振动和电磁振动,简谐振动,INF1156_普通物理2,8,23,
INF1156,普通物理,机械振动和电磁振动,阻尼振动,INF1156_普通物理2,23,25,
INF1156,普通物理,机械振动和电磁振动,受迫振动 共振,INF1156_普通物理2,25,29,
INF1156,普通物理,机械振动和电磁振动,电磁振荡,INF1156_普通物理2,29,33,
INF1156,普通物理,机械振动和电磁振动,一维简谐振动的合成,INF1156_普通物理2,33,39,
INF1156,普通物理,机械振动和电磁振动,二维简谐振动的合成,INF1156_普通物理2,39,42,
INF1156,普通物理,机械振动和电磁振动,振动的分解 频谱,INF1156_普通物理2,42,43,
INF1156,普通物理,机械振动和电磁振动,非线性振动与混沌,INF1156_普通物理2,43,46,
INF1156,普通物理,机械波和电磁波,机械波的产生和传播,INF1156_普通物理2,52,58,
INF1156,普通物理,机械波和电磁波,平面简谐波的波函数,INF1156_普通物理2,58,63,
INF1156,普通物理,机械波和电磁波,平面波的波动方程,INF1156_普通物理2,63,64,
INF1156,普通物理,机械波和电磁波,波的能量 波的强度,INF1156_普通物理2,64,68,
INF1156,普通物理,机械波和电磁波,惠更斯原理 波的衍射 反射和折射,INF1156_普通物理2,68,71,
INF1156,普通物理,机械波和电磁波,波的叠加原理 波的干涉 驻波,INF1156_普通物理2,71,79,
INF1156,普通物理,机械波和电磁波,多普勒效应 冲击波,INF1156_普通物理2,80,84,
INF1156,普通物理,机械波和电磁波,声波 超声波 次声波,INF1156_普通物理2,84,88,
INF1156,普通物理,机械波和电磁波,电磁波,INF1156_普通物理2,89,97,
INF1156,普通物理,光学,几何光学简介,INF1156_普通物理2,104,118,
INF1156,普通物理,光学,相干光,INF1156_普通物理2,118,120,
INF1156,普通物理,光学,双缝干涉,INF1156_普通物理2,120,124,
INF1156,普通物理,光学,光程与光程差,INF1156_普通物理2,124,128,
INF1156,普通物理,光学,薄膜干涉,INF1156_普通物理2,128,136,
INF1156,普通物理,光学,迈克耳孙干涉仪,INF1156_普通物理2,136,140,
INF1156,普通物理,光学,光的衍射现象,INF1156_普通物理2,140,142,
INF1156,普通物理,光学,夫琅禾费单缝衍射,INF1156_普通物理2,143,147,
INF1156,普通物理,光学,夫琅禾费圆孔衍射 光学仪器的分辨本领,INF1156_普通物理2,148,152,
INF1156,普通物理,光学,光栅衍射,INF1156_普通物理2,152,161,
INF1156,普通物理,光学,X射线的衍射,INF1156_普通物理2,161,163,
INF1156,普通物理,光学,光的偏振状态,INF1156_普通物理2,163,165,
INF1156,普通物理,光学,起偏和检偏 马吕斯定律,INF1156_普通物理2,165,167,
INF1156,普通物理,光学,反射和折射时光的偏振,INF1156_普通物理2,168,170,
INF1156,普通物理,光学,光的双折射,INF1156_普通物理2,170,174,
INF1156,普通物理,光学,偏振光的干涉 人为双折射,INF1156_普通物理2,174,178,
INF1156,普通物理,光学,旋光性,INF1156_普通物理2,178,180,
INF1156,普通物理,光学,现代光学简介,INF1156_普通物理2,180,184,
INF1156,普通物理,早期量子论和量子力学基础,热辐射 普朗克的量子假设,INF1156_普通物理2,194,201,
INF1156,普通物理,早期量子论和量子力学基础,光电效应 爱因斯坦的光子理论,INF1156_普通物理2,201,206,
INF1156,普通物理,早期量子论和量子力学基础,康普顿效应,INF1156_普通物理2,206,210,
INF1156,普通物理,早期量子论和量子力学基础,氢原子光谱 玻尔的氢原子理论,INF1156_普通物理2,210,216,
INF1156,普通物理,早期量子论和量子力学基础,德布罗意波 微观粒子的波粒二象性,INF1156_普通物理2,216,221,
INF1156,普通物理,早期量子论和量子力学基础,不确定性原理,INF1156_普通物理2,221,224,
INF1156,普通物理,早期量子论和量子力学基础,波函数及其统计诠释,INF1156_普通物理2,224,228,
INF1156,普通物理,早期量子论和量子力学基础,薛定谔方程,INF1156_普通物理2,228,231,
INF1156,普通物理,早期量子论和量子力学基础,一维定态薛定谔方程的应用,INF1156_普通物理2,231,239,
INF1156,普通物理,早期量子论和量子力学基础,量子力学中的氢原子,INF1156_普通物理2,239,244,
INF1156,普通物理,早期量子论和量子力学基础,电子的自旋 原子的电子壳层结构,INF1156_普通物理2,244,248,
INF1156,普通物理,激光和固体的量子理论简介,激光,INF1156_普通物理2,254,259,
INF1156,普通物理,激光和固体的量子理论简介,固体的能带结构,INF1156_普通物理2,259,263,
INF1156,普通物理,激光和固体的量子理论简介,半导体,INF1156_普通物理2,263,266,
INF1156,普通物理,激光和固体的量子理论简介,超导体,INF1156_普通物理2,266,270,
INF1156,普通物理,激光和固体的量子理论简介,团簇和纳米材料,INF1156_普通物理2,270,273,
INF1156,普通物理,原子核物理和粒子物理简介,原子核的基本性质,INF1156_普通物理2,276,281,
INF1156,普通物理,原子核物理和粒子物理简介,原子核的结合能 裂变和聚变,INF1156_普通物理2,281,285,
INF1156,普通物理,原子核物理和粒子物理简介,原子核的放射性衰变,INF1156_普通物理2,285,289,
INF1156,普通物理,原子核物理和粒子物理简介,粒子物理简介,INF1156_普通物理2,289,295,
INF1156,普通物理,原子核物理和粒子物理简介,宇宙学简介,INF1156_普通物理2,295,299,
