课程编号,课程名称,章,知识点,书籍文件名称,开始页码,结束页码,
MAR1069,思想道德与法治,思想道德与法治绪论,我们处在中国特色社会主义新时代,MAR1069_思想道德与法治,9,13,
MAR1069,思想道德与法治,思想道德与法治绪论,新时代呼唤担当民族复兴大任的时代新人,MAR1069_思想道德与法治,13,16,
MAR1069,思想道德与法治,思想道德与法治绪论,不断提升思想道德素质和法治素养,MAR1069_思想道德与法治,16,20,
MAR1069,思想道德与法治,领悟人生真谛把握人生方向,人生观是对人生的总看法,MAR1069_思想道德与法治,21,29,
MAR1069,思想道德与法治,领悟人生真谛把握人生方向,正确的人生观,MAR1069_思想道德与法治,29,38,
MAR1069,思想道德与法治,领悟人生真谛把握人生方向,创造有意义的人生,MAR1069_思想道德与法治,39,50,
MAR1069,思想道德与法治,坚定理想信念,理想信念的内涵及重要性,MAR1069_思想道德与法治,51,57,
MAR1069,思想道德与法治,坚定理想信念,坚定信仰信念信心,MAR1069_思想道德与法治,58,69,
MAR1069,思想道德与法治,坚定理想信念,在实现中国梦的实践中放飞青春梦想,MAR1069_思想道德与法治,69,77,
MAR1069,思想道德与法治,继承优良传统弘扬中国精神,中国精神是兴国强国之魂,MAR1069_思想道德与法治,78,89,
MAR1069,思想道德与法治,继承优良传统弘扬中国精神,做新时代的忠诚爱国者,MAR1069_思想道德与法治,90,104,
MAR1069,思想道德与法治,继承优良传统弘扬中国精神,让改革创新成为青春远航的动力,MAR1069_思想道德与法治,104,114,
MAR1069,思想道德与法治,明确价值要求践行价值准则,全体人民共同的价值追求,MAR1069_思想道德与法治,115,129,
MAR1069,思想道德与法治,明确价值要求践行价值准则,社会主义核心价值观的显著特征,MAR1069_思想道德与法治,130,140,
MAR1069,思想道德与法治,明确价值要求践行价值准则,积极践行社会主义核心价值观,MAR1069_思想道德与法治,140,145,
MAR1069,思想道德与法治,遵守道德规范锤炼道德品格,社会主义道德的核心与原则,MAR1069_思想道德与法治,146,160,
MAR1069,思想道德与法治,遵守道德规范锤炼道德品格,吸收借鉴优秀道德成果,MAR1069_思想道德与法治,160,173,
MAR1069,思想道德与法治,遵守道德规范锤炼道德品格,投身崇德向善的道德实践,MAR1069_思想道德与法治,173,196,
MAR1069,思想道德与法治,学习法治思想提升法治素养,社会主义法律的特征和运行,MAR1069_思想道德与法治,197,206,
MAR1069,思想道德与法治,学习法治思想提升法治素养,坚持全面依法治国,MAR1069_思想道德与法治,206,225,
MAR1069,思想道德与法治,学习法治思想提升法治素养,维护宪法权威,MAR1069_思想道德与法治,225,238,
MAR1069,思想道德与法治,学习法治思想提升法治素养,自觉尊法学法守法用法,MAR1069_思想道德与法治,238,259,
